First,Last,Phone_h,Phone_m,Phone_w,Address,City,State,Zip
Antony,Yoo,(277) 516-8630,(549) 714-6370,(143) 964-0307,67321 West Siam St.,Santa Fe,NY,23445
Monique,Buitron,(962) 283-8860,(402) 370-3741,(974) 161-4736,111 Silicon Valley Road,Santa Fe,NY,23414
Eddy,Derby,(558) 623-0906,(167) 676-4017,(622) 730-7326,48920 San Carlos,San Jose,NY,23371
Becky,Ivers,(370) 912-8311,(165) 047-9274,(196) 688-2130,345 Sugar Blvd.,San Francisco,NY,22696
Louie,Slawson,(920) 264-8237,(882) 299-5374,(012) 441-5646,777 West Filmore,Santa Monica,NY,22659
Alton,Foy,(947) 904-8012,(088) 120-2674,(125) 049-6522,9 IBM Path,San Jose,NY,22318
Rupert,Krupp,(277) 537-0341,(089) 303-8466,(636) 219-1737,111 Silicon Valley Road,Santa Fe,NY,21983
Joseph,Reily,(053) 356-4022,(538) 420-0199,(368) 789-4202,9 IBM Path,Persistance,NY,21910
Gail,Mundy,(619) 304-2812,(162) 485-3956,(997) 895-8975,111 Silicon Valley Road,Los Angeles,NY,21534
Gertrude,Shuler,(072) 678-3234,(045) 122-4573,(635) 615-1323,345 Sugar Blvd.,Cupertino,NY,21427
Dale,Heilman,(993) 412-1137,(842) 398-9952,(197) 327-8771,321 University Ave.,Denver,NY,21395
Dorthy,Hess,(685) 013-4610,(099) 006-4617,(288) 241-3986,111 Silicon Valley Road,Kansas City,NY,20831
Brianna,Small,(052) 940-5125,(712) 419-5083,(707) 933-0096,1715 Scott Dr,Kansas City,NY,20801
Gay,Swearingen,(426) 899-5174,(959) 407-6092,(330) 899-4921,999 Baker Way,Persistance,NY,19685
Mathew,Blauvelt,(642) 803-0309,(839) 491-4461,(735) 760-5466,345 Sugar Blvd.,Cupertino,NY,19480
Hope,Switzer,(670) 449-4820,(882) 688-8431,(518) 941-0411,1715 Scott Dr,San Jose,NY,19451
Brice,Manigault,(923) 739-6321,(708) 563-3350,(379) 324-9132,123 Anywhere Street,Kansas City,NY,19241
Alfonso,Sweetman,(388) 745-6842,(034) 021-9549,(485) 658-2669,9 IBM Path,Ohio,NY,18887
Tamra,Henning,(382) 561-3898,(475) 448-0464,(499) 321-7798,999 Baker Way,San Mateo,NY,18472
Scottie,Melcher,(343) 041-3149,(939) 749-6757,(587) 244-0701,67321 West Siam St.,Persistance,NY,18428
Mari,Funkhouser,(380) 075-1961,(728) 722-9315,(449) 588-0791,123 Anywhere Street,St. Petersburg,NY,18351
Refugio,Gerner,(757) 997-6103,(530) 850-8191,(203) 023-4051,345 Sugar Blvd.,Persistance,NY,18061
Savannah,Kratzer,(556) 009-7561,(961) 442-6578,(188) 989-8752,345 Sugar Blvd.,San Francisco,NY,17764
Isaac,Schurman,(797) 346-9685,(237) 224-1678,(474) 367-9502,1715 Scott Dr,San Mateo,NY,17613
Olivia,Philbrook,(226) 662-1106,(243) 994-3885,(384) 225-3556,345 Sugar Blvd.,San Francisco,NY,17512
Don,Rodrigez,(193) 499-0674,(724) 519-7516,(764) 219-0967,111 Silicon Valley Road,San Jose,NY,16424
Luciano,Logan,(327) 559-9331,(327) 876-0647,(233) 979-7859,48920 San Carlos,San Francisco,NY,16250
Fannie,Salas,(402) 323-5269,(922) 662-2112,(936) 509-4211,67321 West Siam St.,Persistance,NY,15950
Tabitha,Donaldson,(733) 201-9810,(539) 699-8569,(849) 084-5452,111 Silicon Valley Road,Ohio,NY,15920
Clare,Schulman,(812) 312-5210,(003) 611-2431,(337) 462-8398,48920 San Carlos,Kansas City,NY,15812
Garret,Goldfarb,(087) 795-8788,(961) 726-7573,(217) 480-4818,9 IBM Path,Alabama,NY,15644
Harley,Winegar,(569) 904-6646,(933) 738-7777,(448) 863-1780,999 Baker Way,Ohio,NY,15583
Richie,Skidmore,(928) 175-0954,(850) 367-9758,(763) 319-6612,48920 San Carlos,Sunnyvale,NY,15111
George,Rowen,(223) 572-9618,(395) 805-9957,(227) 674-0917,67321 West Siam St.,Santa Monica,NY,14480
Bobbie,Campo,(766) 558-3095,(014) 637-4333,(329) 424-2900,321 University Ave.,St. Petersburg,NY,14394
Brittney,Baylis,(033) 239-7487,(494) 872-0400,(027) 515-4014,48920 San Carlos,San Jose,NY,14338
Tommie,Rawlings,(272) 960-0931,(155) 321-3875,(648) 615-2512,67321 West Siam St.,Los Angeles,NY,14131
Cornelia,Michel,(140) 358-3913,(953) 438-9851,(974) 597-2325,345 Sugar Blvd.,Los Angeles,NY,13335
Man,Chalfant,(185) 845-2380,(178) 849-9951,(220) 997-5572,1715 Scott Dr,Denver,NY,13254
Dorothy,Mclaurin,(886) 219-7191,(575) 999-3690,(151) 148-5813,1715 Scott Dr,Santa Fe,NY,12848
Zachery,Lindholm,(520) 178-1253,(977) 274-9085,(446) 843-0428,1715 Scott Dr,Sunnyvale,NY,12713
Judith,Passarelli,(762) 026-0924,(735) 874-8118,(050) 558-7570,123 Anywhere Street,Kansas City,NY,12374
Ingrid,Snapp,(118) 055-0942,(976) 426-2846,(270) 994-5616,67321 West Siam St.,San Mateo,NY,12319
Allan,Lao,(268) 548-2863,(540) 162-9019,(636) 895-5812,345 Sugar Blvd.,Kansas City,NY,12097
Serena,Ohearn,(028) 383-3787,(652) 840-8902,(213) 072-5879,345 Sugar Blvd.,Salt Lake City,NY,11975
Emanuel,Owens,(408) 191-9478,(539) 336-6631,(257) 462-5588,321 University Ave.,Santa Fe,NY,11538
Bret,Brammer,(634) 391-1471,(922) 441-0276,(119) 729-1494,48920 San Carlos,Cupertino,NY,10805
Lucinda,Burkhead,(364) 665-6845,(883) 929-6305,(536) 565-6436,48920 San Carlos,San Mateo,NY,10681
Lyle,Tuck,(568) 610-1460,(068) 259-4075,(619) 408-9666,9 IBM Path,Los Angeles,NY,10676
